regAddr,coordinate
深圳市龙岗区龙城街道中心城龙城大道与龙福路交汇处正中时代大厦807-32,"114.06830000000002,22.545540000000074"
深圳市龙岗区布吉街道上水径东区一巷十六号102,"114.11065,22.620947"
深圳市龙岗区龙城街道黄阁北路招商依山郡花园二期18栋3单元6F,"114.06830000000002,22.545540000000074"
深圳市龙岗区龙岗街道碧新路2095号世宏大厦11楼1109号,"114.06830000000002,22.545540000000074"
深圳市龙岗区布吉街道大芬友联花园3-701,"114.139984,22.618006"
深圳市龙岗区龙城街道龙翔大道万科天誉公馆B1-3701,"114.24559,22.714853"
深圳市龙岗区布吉街道茂业社区龙岗大道怡康家园百合居、兰花居一单元14G,"114.13724,22.614252"
深圳市龙岗区坂田街道象角塘社区坂雪岗大道4088号综合楼A栋A601-2,"114.06973,22.6544"
深圳市龙岗区布吉街道木棉湾社区育苗路2号木棉湾商务大厦316,"114.132576,22.598198"
深圳市龙岗区横岗街道横岗社区华西二路1号A栋103,"114.06830000000002,22.545540000000074"
深圳市龙岗区布吉街道布吉圩社区宝丽路96号宝丽苑B407,"114.06830000000002,22.545540000000074"
深圳市龙岗区平湖街道嘉城路1号裕源达大厦五楼805,"114.11092,22.687407"
深圳市龙岗区布吉街道德兴社区宝丽路55号泽润华庭A栋1001,"114.115166,22.595928"
深圳市龙岗区园山街道荷坳社区龙岗大道8288号大运软件小镇15栋101,"114.229034,22.685623"
深圳市龙岗区布吉街道国展苑七号楼（国安台）3L,"114.11856,22.595776"
深圳市龙岗区龙岗街道南联社区南联路41号101,"114.26344,22.723398"
深圳市龙岗区坂田街道杨美社区长坑区二巷15号8B,"114.06284,22.627888"
深圳市龙岗区坂田街道吉华路505号大丹工业区B栋四楼401室,"114.07612,22.64137"
深圳市龙岗区坂田街道长发中路8号智慧谷创新园B栋308,"114.06523,22.630827"
深圳市龙岗区南湾街道南岭村社区南新路12号16号楼第一层01号,"114.146866,22.604708"
深圳市龙岗区坂田街道雅园路万科第五园三期抚月居B栋502室,"114.06986,22.617832"
深圳市龙岗区龙岗街道锦城星苑2栋403,"114.27991,22.746084"
深圳市龙岗区坂田街道水斗坑西村八巷1号梅田大厦A109室,"114.0591,22.62084"
深圳市龙岗区坂田街道长发西路31号305,"114.05669,22.626999"
深圳市龙岗区龙城街道黄阁坑社区龙飞大道333号启迪协信4栋1201,"114.21095,22.698639"
深圳市龙岗区坂田街道吉华路665号吉华大厦六楼,"114.05783,22.633696"
深圳市龙岗区龙城街道黄阁坑社区吉祥里豪庭8栋24E,"114.22137,22.70348"
深圳市龙岗区布吉街道龙珠社区京南路4号泉森红木棉创意园三栋305,"114.13186,22.601006"
深圳市龙岗区龙城街道吉祥社区岗中二区17号,"114.23938,22.707571"
深圳市龙岗区平湖街道上木古社区平新北路98号DCC文化创意园1栋406,"114.12101,22.674528"
深圳市龙岗区坪地街道富心路26号,"114.295906,22.752407"
深圳市龙岗区坂田街道雅宝路1号星河World A座第23层2306室,"114.05982,22.605368"
深圳市龙岗区横岗街道商洲文化创意园A栋302,"114.21567,22.644054"
深圳市龙岗区布吉街道湖北宝丰工业区综合楼一楼101,"114.12937,22.60565"
深圳市龙岗区龙城街道中心城珠江广场A1一3C,"114.250824,22.724012"
深圳市龙岗区布吉街道西环路格塘新村17栋102室,"114.105705,22.59903"
深圳市龙岗区南湾街道深惠路424号南湾南岭泰雅园4号楼3单元1510房,"114.14282,22.616325"
深圳市龙岗区布吉街道 大芬村桂芳园（八期）31号楼D单元209,"114.14028,22.610235"
深圳市龙岗区坂田街道五和大道星光之约花园星海轩504室,"114.06039,22.608719"
深圳市龙岗区龙城街道爱联社区龙城华府1号楼商铺07号,"114.23037,22.700598"
深圳市龙岗区坂田街道环城南路5号坂田国际中心C2栋807室,"114.07649,22.61848"
深圳市龙岗区坂田街道环城南路5号坂田国际中心D座102,"114.07649,22.61848"
深圳市龙岗区南湾街道上李朗社区李朗布澜路182号宝钻园创意设计(深圳)有限公司3号楼3B08,"114.12007,22.651178"
深圳市龙岗区园山街道保安社区龙岗大道（横岗段）6698号星河智荟A2区E1101,"114.28175,22.736494"
深圳市龙岗区龙岗街道南联社区龙岗大道（龙岗段）4070号远洋新干线晶钻广场2栋ABC座A1306,"114.26917,22.725328"
深圳市龙岗区吉华街道上水径工业区恒通工业城11栋201,"114.102356,22.631693"
深圳市龙岗区坂田街道长发西路里石排一巷12-1一楼,"114.05834,22.630802"
深圳市龙岗区龙岗街道南联碧新路2095号世宏大厦1505,"114.26675,22.72103"
深圳市龙岗区宝龙街道龙东社区爱南路55号四楼410,"114.29219,22.714544"
深圳市龙岗区布吉街道可园社区可园花园三期8号楼D栋1002,"114.13433,22.602167"
深圳市龙岗区南湾街道上李朗社区李朗布澜路182号182设计园2号楼3A09,"114.12175,22.649635"
深圳市龙岗区布吉街道东方盛世花园A栋第14层1单元A1-1406号,"114.11666,22.592329"
深圳市龙岗区龙城街道中心城欧景城华庭北区N1-1001,"114.23729,22.72511"
深圳市龙岗区坂田街道手造文化街2期2号门5楼138-178,"114.06497,22.61259"
深圳市龙岗区布吉街道中翠路19号桂芳园八期31号楼B单元107房,"114.13964,22.608507"
深圳市龙岗区龙岗街道龙东中信龙盛广场2栋5单元803,"114.29707,22.722553"
深圳市龙岗区坂田街道里浦街7号TOD科技中心2栋503-506,"114.0579,22.628624"
深圳市龙岗区平湖街道百家顺平安居建材装饰广场C219-221,"114.12758,22.694845"
深圳市龙岗区龙城街道龙福路5号荣超英隆大厦A座16层03、04单元,"114.25057,22.725113"
深圳市龙岗区坂田街道雪象社区园东工业园B栋302,"114.08042,22.652357"
深圳市龙岗区坂田街道坂雪岗大道2002号碧家国际社区3楼311号,"114.07067,22.629103"
深圳市龙岗区布吉街道储运路46号宝安外贸2号楼201,"114.12207,22.611307"
深圳市龙岗区南湾街道健民路2号启迪科技园A栋307室,"114.145226,22.606977"
深圳市龙岗区龙城街道盛平社区长兴北路6号博深大厦610,"114.24386,22.735888"
深圳市龙岗区龙城街道龙升路16号电商大厦502,"114.29712,22.724224"
深圳市龙岗区龙岗街道新生社区丰田路278号101,"114.26671,22.746382"
深圳市龙岗区坂田街道万科城社区居里夫人大道神舟电脑大厦5FA区21室,"114.063354,22.643255"
深圳市龙岗区布吉街道大芬油画村老围西二巷六号4B,"114.24802,22.683039"
深圳市龙岗区龙城街道黄阁坑社区黄阁北路449号龙岗天安数码创新园2号厂房B1102,"114.217285,22.721144"
深圳市龙岗区布吉街道木棉湾茂名大厦2层,"114.128975,22.604574"
深圳市龙岗区横岗街道旱塘村旱塘一路10号深山商务园A207,"114.20706,22.651188"
深圳市龙岗区龙城街道深惠路爱联段398号岗贝大楼B区516室,"114.24182,22.706781"
深圳市龙岗区龙岗街道龙岗大道4001号万汇大厦411,"114.25544,22.717566"
深圳市龙岗区坂田街道坂雪岗大道佳兆业城市广场1期1号楼B单元21层2102,"114.07555,22.660402"
深圳市龙岗区龙岗街道南联社区龙城大道31号金地凯旋广场9栋A3108,"114.25583,22.709352"
深圳市龙岗区横岗街道228工业区德泉路37号A栋5楼508A,"114.20204,22.665644"
深圳市龙岗区横岗街道大山地花园40栋3单元12C,"114.35877,22.604094"
深圳市龙岗区布吉街道水径社区大靓村（永昌统建楼402-3）,"114.10989,22.607115"
深圳市龙岗区龙城街道吉祥社区彩云路1号1-3栋2楼201,"114.2426,22.706945"
深圳市龙岗区龙岗街道新生社区丰田路25号-37号(单号)丰田路37号201,"114.27638,22.747032"
深圳市龙岗区坂田街道华熠科技大厦A座1603室,"114.05918,22.620348"
深圳市龙岗区园山街道保安社区坳背路108号四楼,"114.214905,22.668356"
深圳市龙岗区横岗街道荷坳社区大运软件小镇11栋一楼,"114.22803,22.685179"
深圳市龙岗区坂田街道雪岗路2018号天安云谷产业园一期3栋D座17层1706,"114.06871,22.660515"
深圳市龙岗区坂田街道五和社区创汇大厦2601,"114.07659,22.617174"
深圳市龙岗区横岗街道六约社区瑞泽佳园1栋913-914,"114.18246,22.644745"
深圳市龙岗区龙城街道怡翠路202号保利上城6栋2805,"114.238594,22.706089"
深圳市龙岗区坂田街道环城南路鸿翔工业园1栋2楼,"114.07856,22.618801"
深圳市龙岗区布吉街道可园社区布沙路245号茂业书画广场703,"114.06830000000002,22.545540000000074"
深圳市龙岗区龙城街道中心城新亚洲花园十区商建（新德广场）B段西区节点二楼,"114.23708,22.715946"
深圳市龙岗区龙岗街道新生社区龙岗大道7071号3楼,"114.28232,22.743633"
深圳市龙岗区宝龙街道丹梓西路（坪山高铁站前路）3号商业楼中梦国鼎大厦2层,"114.34005,22.709236"
深圳市龙岗区坂田街道岗头社区新围仔新梅十巷2号1305,"114.061356,22.660604"
深圳市龙岗区龙城街道嶂背社区河边工业区488号厂房三层,"114.24159,22.683737"
深圳市龙岗区布吉街道龙珠社区龙岗大道2230号202,"114.28175,22.736494"
深圳市龙岗区布吉街道布龙路布吉段239号深圳市公路养护有限公司办公楼505室,"114.10483,22.625654"
深圳市龙岗区龙城街道爱联怡苑小区怡苑路19号,"114.22727,22.69812"
深圳市龙岗区坂田街道雅宝路1号星河WORLD，B栋6楼605A,"114.05982,22.605368"
深圳市龙岗区吉华街道三联社区布龙城A1202,"114.113464,22.620422"
深圳市龙岗区园山街道大康社区大万路1-1号c栋403,"114.240845,22.647738"
深圳市龙岗区平湖街道禾花社区平新北路162号大红袍商业大厦8N,"114.1189,22.689789"
深圳市龙岗区横岗街道瑞泽佳园一期1栋807,"114.18246,22.644745"
深圳市龙岗区布吉街道可园（六期）16号楼C单元403,"114.13433,22.602167"
深圳市龙岗区龙岗街道深惠路860号鹏达摩尔城E座2101房,"114.26887,22.723072"
深圳市龙岗区龙城街道龙平西路万科翰邻城11栋5BC,"114.231834,22.730675"
深圳市龙岗区布吉街道德兴社区西环路德兴花园德禄苑3栋812,"114.11172,22.591328"
深圳市龙岗区吉华街道甘坑社区秀峰工业城A2栋3/FC,"114.10461,22.647219"
深圳市龙岗区坂田街道杨美社区石背路8号坂田集团办公楼七层702室,"114.07277,22.63493"
深圳市龙岗区坂田街道五和大道南5号易达晟大厦205,"114.056885,22.62487"
深圳市龙岗区龙岗街道新生社区新城路79号,"114.27972,22.749031"
深圳市龙岗区龙岗街道南联社区爱南路391号306,"114.24673,22.69877"
深圳市龙岗区坂田街道雅南路星河山体公园创客世界二楼,"114.064674,22.60357"
深圳市龙岗区平湖街道白坭坑社区丹农路1号海吉星电商大厦608,"114.1629,22.647293"
深圳市龙岗区横岗街道埔厦路97号瑞泽佳园1栋8楼816,"114.18326,22.643902"
深圳市龙岗区龙城街道天健花园 25 栋 704,"114.24628,22.727238"
深圳市龙岗区坪地街道龙岗大道（坪地段）1034号,"114.3079,22.763338"
深圳市龙岗区华南城五号交易广场4050,"114.13131,22.67814"
深圳市龙岗区坪地街道坪西社区吉祥一路10号B栋,"114.28594,22.757334"
深圳市龙岗区吉华街道布龙路208号上水国际文化创意园D栋四楼408,"114.14349,22.608547"
深圳市龙岗区南湾街道办平朗路9号万国食品城C座2310室,"114.130684,22.651833"
深圳市龙岗区龙城街道天安数码城2栋B座1203D,"114.22137,22.70348"
深圳市龙岗区吉华街道三联社区赛格新城9号楼705,"114.11543,22.626938"
深圳市龙岗区坂田街道杨美路9号1栋二楼,"114.07478,22.628416"
深圳市龙岗区布吉汇福花园汇光阁商铺0201,"114.138115,22.615055"
深圳市龙岗区平湖街道辅城坳社区嘉湖路1-23号A栋二楼,"114.09727,22.693687"
深圳市龙岗区坂田街道雪象社区象角塘工业区2号厂房一楼,"114.07649,22.65347"
深圳市龙岗区横岗街道六和路31号301之一,"114.19223,22.636225"
深圳市龙岗区坂田街道杨美村东海王大厦B栋二楼,"114.07837,22.626589"
深圳市龙岗区南湾街道桂芳园16栋瑞香阁F805,"114.14228,22.615667"
深圳市龙岗区布吉街道大芬油画村新围街5号203,"114.135475,22.609524"
深圳市龙岗区龙岗街道南联银威路5号503室,"114.06830000000002,22.545540000000074"
深圳市龙岗区横岗街道沙荷路78号良华工业区31栋4楼,"114.21862,22.63502"
深圳市龙岗区布吉街道东方半岛社区布吉景芬路2号龙园意境34栋805-806,"114.121155,22.620733"
深圳市龙岗区南湾街道布澜路李朗珠宝园A1栋606,"114.06830000000002,22.545540000000074"
深圳市龙岗区龙城街道大运新城如意路52号荣超金融大厦1211-1212,"114.21549,22.705631"
深圳市龙岗区园山街道荷坳社区长江埔路73-1号尚城大厦1108,"114.2304,22.676867"
深圳市龙岗区横岗街道荷坳长江埔工业区金源路109号厂房一楼,"114.06830000000002,22.545540000000074"
深圳市龙岗区南湾街道深惠路南岭荔枝花园c5-1302a,"114.06830000000002,22.545540000000074"
深圳市龙岗区龙岗街道南联社区龙河路50号610,"114.25852,22.723293"
深圳市龙岗区南湾街道上李朗社区布澜路182号三号楼3106室,"114.12175,22.649635"
深圳市龙岗区平湖街道新木路232号A楼第1-2层,"114.128334,22.667715"
深圳市龙岗区横岗街道安良五村油甘园路63号嘉鸿泰工业园1栋三楼左,"114.228226,22.629622"
深圳市龙岗区坂田街道永香东路5号坂维园A栋3楼,"114.07483,22.62004"
深圳市龙岗区龙城街道尚景社区龙城大道89号西门正中时代大厦A栋1402,"114.06830000000002,22.545540000000074"
深圳市龙岗区园山街道大运软件小镇35栋2楼01-K,"114.22254,22.657167"
深圳市龙岗区平湖街道平湖大街451号三楼,"114.13541,22.68866"
深圳市龙岗区园山街道龙岗大道8288号大运软件小镇17栋1楼7A,"114.228905,22.685863"
深圳市龙岗区布吉百合星城一期星韵阁906室,"114.12113,22.597824"
深圳市龙岗区南湾街道下李朗社区香叶路5号第2栋办公厂房楼501,"114.06830000000002,22.545540000000074"
深圳市龙岗区吉华街道甘坑社区秀峰工业城B6栋302,"114.10461,22.647219"
深圳市龙岗区龙岗街道龙东社区大围工业一区12号4楼,"114.221176,22.61986"
深圳市龙岗区坂田街道南坑社区雅园路5号3栋三层E5号,"114.06542,22.616484"
深圳市龙岗区坂田手造文化街二期C3栋三号门三楼078-088,"114.06497,22.61259"
深圳市龙岗区龙城街道大运路与如意路荣超新成大厦2115室,"114.06830000000002,22.545540000000074"
深圳市龙岗区龙城街道欧意轩花园D604,"114.25402,22.736324"
深圳市龙岗区吉华街道布龙路208号上水国际文化创意园D栋5楼511、512,"114.06830000000002,22.545540000000074"
深圳市龙岗区布吉街道东方半岛社区景芬路4号华浩源A栋1单元602,"114.13106,22.623009"
深圳市龙岗区布吉街道上水老围248栋101,"114.06830000000002,22.545540000000074"
深圳市龙岗区坂田街道南坑社区五和大道（南）2号万科星火6栋4层401,"114.0612,22.612366"
深圳市龙岗区龙岗街道龙岗社区上圩福宁六巷4号,"114.24755,22.747684"
深圳市龙岗区龙岗街道新生社区仙人岭路锦城星苑7栋306房,"114.28167,22.741358"
深圳市龙岗区南湾街道布澜路怡乐花园云居2-16,"114.14294,22.62086"
深圳市龙岗区龙城街道如意路金顺大厦A坐806,"114.2264,22.70133"
深圳市龙岗区坂田街道坂田国际中心C2栋609室,"114.06830000000002,22.545540000000074"
深圳市龙岗区南湾街道布澜路31号李朗软件园A1栋1003,"114.06830000000002,22.545540000000074"
